invoice_number,vendor_name,gst_number,invoice_category,payment_method,invoice_amount,tax_amount,payment_terms,invoice_date,due_date,vendor_frequency,duplicate_invoice,gst_valid,tax_mismatch,date_anomaly,amount_deviation,fraud
INV-101244,TechNova,15QNMIG8458ZLZ4,Maintenance,Credit Card,83866.93,15096.05,45,2025-12-16 12:15:35.181818,2026-01-30 12:15:35.181818,11,0,1,0,0,0.83,0
INV-101245,Bluechip Enterprises,18BMJEY6353QNZ1,Hardware,UPI,46542.22,5412.36,15,2025-08-08 12:15:35.181838,2025-08-23 12:15:35.181838,84,0,1,1,0,0.57,1
INV-101246,Skyline Pvt Ltd,20MAIIU1868IZZV,Hardware,Cheque,98343.21,17701.78,60,2026-06-06 12:15:35.181851,2026-08-05 12:15:35.181851,2,0,1,0,0,0.58,0
INV-101247,ABC Technologies,33TIWJH3078ILZ1,Software,Bank Transfer,19908.55,3583.54,45,2025-11-07 12:15:35.181863,2025-12-22 12:15:35.181863,18,0,1,0,0,0.95,0
INV-101248,Prime Electronics,ABCDE,Software,Bank Transfer,20112.42,3620.24,45,2025-09-21 12:15:35.181875,2025-11-05 12:15:35.181875,4,0,0,0,0,0.87,1
INV-101249,Prime Electronics,16KNNIQ1089X8ZY,Maintenance,Cheque,49694.23,8944.96,30,2025-09-09 12:15:35.181887,2025-10-09 12:15:35.181887,55,1,1,0,0,0.55,1
INV-101250,Global Traders,15FIDTK2412TVZ5,Software,Bank Transfer,16555.96,2980.07,45,2026-01-09 12:15:35.181903,2026-02-23 12:15:35.181903,71,0,1,0,0,0.8,0
INV-101251,ABC Technologies,36ONQNG9513HPZY,Maintenance,UPI,96024.07,17284.33,30,2026-06-21 12:15:35.181920,2026-07-21 12:15:35.181920,75,0,1,0,0,0.8,0
INV-101252,Global Traders,33MCFFS3043A6ZG,Consulting,UPI,21298.95,3833.81,15,2026-05-16 12:15:35.181937,2026-05-31 12:15:35.181937,52,0,1,0,0,0.58,0
INV-101253,Prime Electronics,30ZEUUH3219PYZU,Maintenance,Credit Card,90525.07,27518.17,60,2026-03-15 12:15:35.181955,2026-05-14 12:15:35.181955,43,0,1,1,0,1.42,1
INV-101254,XYZ Solutions,11YTCKN7757HHZ5,Electronics,Cheque,70212.57,12638.26,45,2026-03-17 12:15:35.181974,2026-05-01 12:15:35.181974,89,0,1,0,0,0.76,0
INV-101255,Apex Supplies,13NIVZB9457PQZ5,Software,Bank Transfer,8483.01,1526.94,60,2025-12-09 12:15:35.181992,2026-02-07 12:15:35.181992,52,0,1,0,0,1.35,0
INV-101256,Apex Supplies,28GIKYA4701HAZG,Hardware,Credit Card,50921.84,9165.93,60,2025-08-06 12:15:35.182009,2025-10-05 12:15:35.182009,94,0,1,0,0,0.65,0
INV-101257,Bluechip Enterprises,15RFHSB9291T1ZE,Hardware,Cheque,99968.53,17994.34,45,2025-06-30 12:15:35.182029,2025-08-14 12:15:35.182029,83,0,1,0,0,0.6,0
INV-101258,XYZ Solutions,21SOTNT0384ODZ3,Software,UPI,15255.43,2745.98,15,2025-07-28 12:15:35.182053,2025-08-12 12:15:35.182053,46,0,1,0,0,1.21,0
INV-101259,Vertex Systems,10RSESN6445RTZ3,Hardware,Credit Card,85545.72,15398.23,15,2026-05-27 12:15:35.182071,2026-06-11 12:15:35.182071,46,0,1,0,0,1.28,0
INV-101260,Skyline Pvt Ltd,11NXAKI1686YWZX,Consulting,Cheque,5620.26,1011.65,45,2026-03-09 12:15:35.182089,2026-04-23 12:15:35.182089,12,0,1,0,0,1.03,0
INV-101261,Future Innovations,11IXTBG5739M2ZB,Hardware,Cheque,9535.12,1716.32,45,2025-10-19 12:15:35.182109,2025-12-03 12:15:35.182109,38,0,1,0,0,1.01,0
INV-101262,TechNova,14INRCL6767ICZ9,Hardware,Cheque,86523.43,15574.22,60,2025-06-24 12:15:35.182127,2025-08-23 12:15:35.182127,43,0,1,0,0,0.73,0
INV-101263,Future Innovations,29PZWXM7307T9ZB,Software,UPI,67758.07,12196.45,45,2025-08-16 12:15:35.182145,2025-09-30 12:15:35.182145,12,0,1,0,0,1.38,0
INV-101264,Prime Electronics,27UJLOQ7353QAZD,Electronics,UPI,86733.15,15611.97,45,2026-01-06 12:15:35.182165,2026-02-20 12:15:35.182165,89,0,1,0,0,1.43,0
INV-101265,TechNova,20KBRHK5368JWZQ,Electronics,Bank Transfer,49919.21,8985.46,60,2025-07-22 12:15:35.182183,2025-09-20 12:15:35.182183,15,0,1,0,0,1.37,0
INV-101266,Apex Supplies,18FVABS5687PLZE,Maintenance,Bank Transfer,20652.37,3717.43,15,2025-10-01 12:15:35.182199,2025-10-16 12:15:35.182199,12,0,1,0,0,0.65,0
INV-101267,ABC Technologies,29RBRMA7190W4ZI,Consulting,Bank Transfer,6824.94,1228.49,15,2025-11-11 12:15:35.182212,2025-11-26 12:15:35.182212,73,0,1,0,0,0.68,0
INV-101268,Prime Electronics,11WHVHT2663G7ZH,Consulting,Credit Card,92651.16,16677.21,45,2026-04-27 12:15:35.182224,2026-06-11 12:15:35.182224,42,0,1,0,0,0.51,0
INV-101269,Bluechip Enterprises,37DMIUC8180IFZ9,Consulting,Cheque,29292.54,5272.66,60,2026-03-29 12:15:35.182238,2026-05-28 12:15:35.182238,51,0,1,0,0,1.39,0
INV-101270,Future Innovations,30ZHILD9746LPZ2,Consulting,Credit Card,97845.55,17612.2,15,2026-02-16 12:15:35.182250,2026-03-03 12:15:35.182250,19,0,1,0,0,1.09,0
INV-101271,Bluechip Enterprises,30GCSWX4132JLZG,Hardware,Bank Transfer,34542.25,6217.6,45,2025-10-04 12:15:35.182263,2025-11-18 12:15:35.182263,21,0,1,0,0,0.72,0
INV-101272,Future Innovations,17POIPU8879XSZ9,Maintenance,Cheque,2579.89,464.38,30,2026-02-17 12:15:35.182275,2026-03-19 12:15:35.182275,41,1,1,0,0,0.79,1
INV-101273,XYZ Solutions,34MBFZF3401E0ZG,Electronics,Cheque,44455.67,8002.02,60,2026-03-11 12:15:35.182289,2026-05-10 12:15:35.182289,85,0,1,0,0,0.95,0
INV-101274,Vertex Systems,10NMPFM0242BYZ1,Consulting,UPI,15911.58,3066.59,60,2026-01-31 12:15:35.182302,2026-04-01 12:15:35.182302,97,0,1,1,0,0.65,1
INV-101275,Skyline Pvt Ltd,32EAYZE0933NRZH,Electronics,Bank Transfer,8413.03,1514.35,30,2026-04-28 12:15:35.182316,2026-05-28 12:15:35.182316,4,0,1,0,0,1.22,0
INV-101276,XYZ Solutions,10WLPTN9800PAZI,Hardware,Cheque,65483.68,11787.06,60,2025-09-23 12:15:35.182359,2025-11-22 12:15:35.182359,68,0,1,0,0,0.82,0
INV-101277,TechNova,17QWSXS1319THZ9,Software,UPI,25413.45,4574.42,45,2026-01-26 12:15:35.182373,2026-03-12 12:15:35.182373,66,1,1,0,0,0.94,1
INV-101278,ABC Technologies,26OCLGP2528S0Z8,Maintenance,Bank Transfer,35318.69,3077.42,30,2025-08-01 12:15:35.182386,2025-08-31 12:15:35.182386,93,0,1,1,0,1.28,1
INV-101279,Prime Electronics,15NPPZU7726C8ZF,Maintenance,Bank Transfer,75172.66,6364.29,15,2025-11-11 12:15:35.182403,2025-11-26 12:15:35.182403,20,0,1,1,0,0.77,1
INV-101280,TechNova,17SCPUB6039I8ZQ,Hardware,Credit Card,16568.91,1171.91,15,2026-05-16 12:15:35.182417,2026-05-31 12:15:35.182417,29,0,1,1,0,1.08,1
INV-101281,Vertex Systems,11PTROV3707H4ZH,Software,Bank Transfer,47715.57,8588.8,45,2026-05-01 12:15:35.182431,2026-06-15 12:15:35.182431,20,0,1,0,0,0.63,0
INV-101282,ABC Technologies,12ASKPZ3668BYZS,Consulting,Cheque,34600.17,6228.03,45,2026-02-12 12:15:35.182443,2026-03-29 12:15:35.182443,80,0,1,0,0,0.64,0
INV-101283,Vertex Systems,23PXZMZ5897CQZ9,Hardware,Bank Transfer,10518.4,1893.31,15,2025-11-14 12:15:35.182455,2025-11-29 12:15:35.182455,74,1,1,0,0,1.2,1
INV-101284,Skyline Pvt Ltd,36GUZVM1712JVZ1,Software,Bank Transfer,20469.24,3684.46,60,2026-04-23 12:15:35.182468,2026-06-22 12:15:35.182468,2,1,1,0,0,0.71,1
INV-101285,Future Innovations,32ULOVS5891I6Z0,Hardware,Bank Transfer,42042.61,7567.67,30,2026-06-15 12:15:35.182481,2026-07-15 12:15:35.182481,51,0,1,0,0,0.73,0
INV-101286,TechNova,18IREHA1496MOZX,Maintenance,UPI,67900.02,2670.4,30,2026-04-25 12:15:35.182496,2026-05-25 12:15:35.182496,56,0,1,1,0,0.79,1
INV-101287,Vertex Systems,28KHOVG9266IUZM,Software,Bank Transfer,32840.72,5911.33,45,2025-12-07 12:15:35.182510,2026-01-21 12:15:35.182510,85,0,1,0,0,1.13,0
INV-101288,Skyline Pvt Ltd,16TTWYS6777VMZO,Consulting,Bank Transfer,19818.32,3567.3,60,2026-02-04 12:15:35.182523,2026-04-05 12:15:35.182523,16,0,1,0,0,0.75,0
INV-101289,Vertex Systems,10OYZLQ7990ZWZS,Maintenance,UPI,46552.55,5239.91,60,2026-01-24 12:15:35.182535,2026-03-25 12:15:35.182535,49,0,1,1,0,1.02,1
INV-101290,Future Innovations,26BDMIC9552HAZE,Consulting,UPI,38444.04,6919.93,30,2026-01-29 12:15:35.182549,2026-02-28 12:15:35.182549,32,1,1,0,0,0.94,1
INV-101291,Prime Electronics,20GZPCF3680B3Z5,Electronics,Cheque,17204.48,3096.81,30,2025-08-27 12:15:35.182562,2025-09-26 12:15:35.182562,64,0,1,0,0,1.04,0
INV-101292,TechNova,31CVHQF9471KFZG,Hardware,UPI,10540.1,1897.22,45,2025-09-28 12:15:35.182575,2025-11-12 12:15:35.182575,52,0,1,0,0,0.59,0
INV-101293,Apex Supplies,26LTHRD0382MRZA,Electronics,Credit Card,80429.85,14477.37,45,2026-03-26 12:15:35.182587,2026-05-10 12:15:35.182587,17,0,1,0,0,4.65,1
INV-101294,TechNova,33WGKQK9654ZBZS,Hardware,UPI,68156.03,12268.09,45,2025-07-12 12:15:35.182601,2025-08-26 12:15:35.182601,3,0,1,0,0,0.62,0
INV-101295,Future Innovations,18UFMPW9090YUZV,Hardware,UPI,75745.91,13634.26,60,2026-02-03 12:15:35.182613,2026-04-04 12:15:35.182613,60,0,1,0,0,1.38,0
INV-101296,Prime Electronics,16XXPJQ2710QGZF,Maintenance,UPI,22889.45,4120.1,15,2025-07-11 12:15:35.182626,2025-07-26 12:15:35.182626,12,0,1,0,0,0.9,0
INV-101297,Prime Electronics,23SUOTY9347HRZ4,Consulting,Bank Transfer,86745.11,15614.12,45,2026-03-14 12:15:35.182638,2026-04-28 12:15:35.182638,91,0,1,0,0,0.6,0
INV-101298,XYZ Solutions,23FTYRC1662FZZA,Software,Bank Transfer,86773.69,15619.26,30,2025-12-25 12:15:35.182651,2026-01-24 12:15:35.182651,93,0,1,0,0,1.1,0
INV-101299,TechNova,27VKAXM2368Q3ZC,Hardware,Cheque,42114.02,7580.52,30,2026-01-03 12:15:35.182663,2026-02-02 12:15:35.182663,84,0,1,0,0,1.03,0
INV-101300,Future Innovations,29LJKQY8702HPZP,Electronics,Credit Card,52394.32,9430.98,30,2025-09-05 12:15:35.182678,2025-10-05 12:15:35.182678,9,0,1,0,0,0.85,0
INV-101301,Bluechip Enterprises,23VBAQD7964TOZ5,Hardware,UPI,57013.87,10262.5,15,2026-06-15 12:15:35.182690,2026-06-30 12:15:35.182690,23,0,1,0,0,0.99,0
INV-101302,ABC Technologies,30ACHKK9279W1Z4,Software,Cheque,90915.95,16364.87,45,2025-12-25 12:15:35.182704,2026-02-08 12:15:35.182704,77,0,1,0,0,1.14,0
INV-101303,Skyline Pvt Ltd,20UCQSL1116SZZ6,Hardware,Cheque,59522.26,10714.01,30,2025-09-15 12:15:35.182716,2025-10-15 12:15:35.182716,61,0,1,0,0,0.93,0
INV-101304,Apex Supplies,33XPEJZ1058VMZ2,Consulting,Cheque,7634.81,1374.27,45,2025-12-29 12:15:35.182730,2026-02-12 12:15:35.182730,24,0,1,0,0,1.16,0
INV-101305,TechNova,19ELZPR8886ZGZ1,Maintenance,Bank Transfer,41412.74,7454.29,30,2026-04-13 12:15:35.182742,2026-05-13 12:15:35.182742,57,0,1,0,0,0.58,0
INV-101306,XYZ Solutions,18AJOFB0990S8ZY,Hardware,UPI,65314.94,11756.69,30,2025-07-19 12:15:35.182754,2025-08-18 12:15:35.182754,43,0,1,0,0,0.92,0
INV-101307,Skyline Pvt Ltd,36DZOWV0045APZL,Software,Bank Transfer,44289.11,7972.04,15,2026-01-23 12:15:35.182769,2026-02-07 12:15:35.182769,94,0,1,0,0,1.29,0
INV-101308,Skyline Pvt Ltd,34RFQJA8010RUZC,Software,Cheque,53562.2,9641.2,60,2025-09-04 12:15:35.182782,2025-11-03 12:15:35.182782,15,0,1,0,0,1.43,0
INV-101309,Apex Supplies,24MAVYE4234IOZ2,Maintenance,UPI,20762.14,3737.19,60,2026-04-12 12:15:35.182795,2026-06-11 12:15:35.182795,16,0,1,0,0,1.13,0
INV-101310,ABC Technologies,10YNBSQ2557YHZE,Hardware,Credit Card,1664.75,299.65,60,2025-12-17 12:15:35.182807,2025-11-22 12:15:35.182807,23,0,1,0,1,0.82,1
INV-101311,Apex Supplies,27KGCOW2735FTZ5,Hardware,Credit Card,29096.04,11594.87,30,2025-07-27 12:15:35.182821,2025-08-26 12:15:35.182821,37,0,1,1,0,1.25,1
INV-101312,Future Innovations,25YHMVD4533UGZ9,Maintenance,Cheque,29396.48,5291.37,60,2026-01-04 12:15:35.182847,2026-03-05 12:15:35.182847,74,0,1,0,0,2.83,1
INV-101313,Future Innovations,11EAQZH2477RRZ7,Consulting,Credit Card,7907.07,1423.27,15,2025-08-07 12:15:35.182862,2025-08-22 12:15:35.182862,62,1,1,0,0,0.75,1
INV-101314,Skyline Pvt Ltd,13CFBNN4688A4Z3,Consulting,Credit Card,51597.65,9287.58,60,2025-09-18 12:15:35.182877,2025-11-17 12:15:35.182877,20,0,1,0,0,1.35,0
INV-101315,Global Traders,28YYAAG4333OUZT,Electronics,Credit Card,3136.62,564.59,60,2025-09-04 12:15:35.182890,2025-11-03 12:15:35.182890,94,0,1,0,0,0.59,0
INV-101316,Vertex Systems,16PKYUO6210XJZM,Consulting,Cheque,35659.8,6418.76,30,2025-07-24 12:15:35.182903,2025-08-23 12:15:35.182903,48,0,1,0,0,1.37,0
INV-101317,Apex Supplies,19PKDLX7427ZZZF,Maintenance,Credit Card,77575.97,13963.67,60,2025-07-24 12:15:35.182917,2025-09-22 12:15:35.182917,74,0,1,0,0,1.24,0
INV-101318,Apex Supplies,36BLFSE7389QFZT,Maintenance,Cheque,30433.87,5478.1,15,2025-11-14 12:15:35.182930,2025-11-29 12:15:35.182930,2,0,1,0,0,2.16,1
INV-101319,Skyline Pvt Ltd,10MWYIE3583YHZA,Software,Cheque,53833.61,9690.05,30,2026-02-15 12:15:35.182944,2026-03-17 12:15:35.182944,96,0,1,0,0,0.5,0
INV-101320,XYZ Solutions,29UKFXB0079TCZ5,Software,Credit Card,48882.45,8798.84,60,2026-04-30 12:15:35.182956,2026-06-29 12:15:35.182956,30,0,1,0,0,2.47,1
INV-101321,Apex Supplies,21FHPXE0099Y9ZR,Electronics,Bank Transfer,74648.42,13436.72,45,2025-10-01 12:15:35.182972,2025-11-15 12:15:35.182972,43,0,1,0,0,0.95,0
INV-101322,XYZ Solutions,35FIJJV3373CJZV,Software,Bank Transfer,6925.42,1246.58,15,2025-08-13 12:15:35.182984,2025-08-28 12:15:35.182984,94,0,1,0,0,4.09,1
INV-101323,Skyline Pvt Ltd,GST123,Consulting,UPI,23411.79,4214.12,15,2025-11-01 12:15:35.182998,2025-11-16 12:15:35.182998,59,0,0,0,0,0.5,1
INV-101324,Prime Electronics,12PQFQP6880HLZF,Maintenance,Credit Card,79221.26,14259.83,15,2026-01-20 12:15:35.183012,2026-02-04 12:15:35.183012,97,0,1,0,0,1.22,0
INV-101325,Future Innovations,33HSLGZ9034WZZV,Electronics,Cheque,11721.64,2109.9,45,2025-11-10 12:15:35.183024,2025-12-25 12:15:35.183024,84,0,1,0,0,0.79,0
INV-101326,Apex Supplies,24ZXEKI7076WHZ3,Hardware,UPI,10894.75,1961.05,60,2025-10-20 12:15:35.183036,2025-12-19 12:15:35.183036,100,1,1,0,0,0.6,1
INV-101327,ABC Technologies,28EGCUY7719LJZ3,Maintenance,Bank Transfer,89904.58,16182.82,15,2025-11-03 12:15:35.183052,2025-11-18 12:15:35.183052,83,0,1,0,0,0.75,0
INV-101328,ABC Technologies,17OPVLJ1136TKZ6,Maintenance,Cheque,26193.79,4714.88,60,2026-01-05 12:15:35.183069,2026-03-06 12:15:35.183069,74,0,1,0,0,0.76,0
INV-101329,XYZ Solutions,33FNIQP9824OZZ9,Electronics,Credit Card,27157.1,4888.28,45,2026-06-21 12:15:35.183086,2026-08-05 12:15:35.183086,58,0,1,0,0,0.72,0
INV-101330,Apex Supplies,13UJSRH1917WGZY,Hardware,UPI,11746.94,2114.45,30,2025-08-09 12:15:35.183104,2025-09-08 12:15:35.183104,1,0,1,0,0,1.37,0
INV-101331,Apex Supplies,23YTFOJ1501CWZU,Hardware,Bank Transfer,54343.13,9781.76,15,2026-04-12 12:15:35.183121,2026-04-27 12:15:35.183121,45,0,1,0,0,1.5,0
INV-101332,ABC Technologies,36OTGQB4945VTZO,Hardware,Bank Transfer,96465.16,33442.87,60,2026-01-25 12:15:35.183138,2026-03-26 12:15:35.183138,79,0,1,1,0,1.39,1
INV-101333,XYZ Solutions,32NCZGG4899QQZJ,Maintenance,UPI,50833.43,9150.02,60,2025-11-10 12:15:35.183156,2026-01-09 12:15:35.183156,100,0,1,0,0,1.05,0
INV-101334,Bluechip Enterprises,37NKZDU6599MSZH,Hardware,Cheque,95139.86,17125.17,15,2026-05-15 12:15:35.183175,2026-05-30 12:15:35.183175,18,0,1,0,0,0.77,0
INV-101335,TechNova,20XSMXS0484TEZP,Electronics,Credit Card,38634.72,6954.25,15,2025-08-13 12:15:35.183192,2025-08-28 12:15:35.183192,10,0,1,0,0,0.87,0
INV-101336,TechNova,18RVCCS4522UDZW,Electronics,Bank Transfer,59869.43,10776.5,15,2026-02-24 12:15:35.183208,2026-03-11 12:15:35.183208,43,1,1,0,0,1.25,1
INV-101337,Bluechip Enterprises,12TLUXN2438C3Z7,Hardware,Cheque,22254.88,4005.88,45,2026-01-10 12:15:35.183224,2026-02-24 12:15:35.183224,34,0,1,0,0,0.78,0
INV-101338,ABC Technologies,23CARXY9865YBZN,Electronics,Credit Card,83599.16,15047.85,30,2026-06-06 12:15:35.183240,2026-05-21 12:15:35.183240,100,0,1,0,1,1.12,1
INV-101339,Prime Electronics,28HLIQT6799Z6ZD,Software,Bank Transfer,32657.15,5878.29,60,2026-04-03 12:15:35.183260,2026-06-02 12:15:35.183260,25,0,1,0,0,0.58,0
INV-101340,Future Innovations,34RFMCJ7348AQZH,Software,UPI,36290.41,6532.27,45,2025-08-08 12:15:35.183277,2025-09-22 12:15:35.183277,100,0,1,0,0,0.74,0
INV-101341,Apex Supplies,17HQMOH0576SFZO,Hardware,UPI,53483.63,9627.05,45,2026-05-08 12:15:35.183294,2026-06-22 12:15:35.183294,63,0,1,0,0,1.28,0
INV-101342,Future Innovations,36XXEXE7794YUZA,Electronics,Bank Transfer,2041.82,402.15,60,2025-09-20 12:15:35.183312,2025-11-19 12:15:35.183312,88,0,1,1,0,1.39,1
INV-101343,ABC Technologies,20PKIKP5322LQZL,Hardware,Cheque,93294.74,16793.05,30,2026-03-05 12:15:35.183333,2026-04-04 12:15:35.183333,17,0,1,0,0,0.94,0
INV-101344,ABC Technologies,19KPAVN0509KXZU,Software,Bank Transfer,5682.8,1022.9,30,2026-02-13 12:15:35.183352,2026-03-15 12:15:35.183352,69,0,1,0,0,0.72,0
INV-101345,Prime Electronics,17GSMPK9267EEZ1,Consulting,Cheque,35108.57,6319.54,45,2026-02-07 12:15:35.183368,2026-03-24 12:15:35.183368,61,0,1,0,0,0.95,0
INV-101346,Apex Supplies,32VRTBQ8779ZBZW,Maintenance,UPI,66731.32,31934.36,45,2026-04-27 12:15:35.183385,2026-06-11 12:15:35.183385,32,0,1,1,0,1.42,1
INV-101347,ABC Technologies,36UHRVS3069ZKZO,Hardware,Bank Transfer,65429.33,11777.28,15,2025-12-08 12:15:35.183404,2025-12-23 12:15:35.183404,6,0,1,0,0,1.25,0
INV-101348,Vertex Systems,17OSMJP9404JYZ4,Consulting,UPI,69542.46,6349.6,45,2025-11-11 12:15:35.183421,2025-12-26 12:15:35.183421,27,0,1,1,0,1.17,1
INV-101349,ABC Technologies,30FFOGQ2517OYZG,Electronics,Credit Card,21115.8,3800.84,60,2026-01-18 12:15:35.183443,2026-03-19 12:15:35.183443,43,0,1,0,0,1.01,0
INV-101350,Bluechip Enterprises,33CAYMF2359E6Z7,Hardware,Credit Card,63352.27,11403.41,30,2025-10-18 12:15:35.183461,2025-11-17 12:15:35.183461,64,1,1,0,0,0.73,1
INV-101351,Apex Supplies,32ICKMI3571USZP,Hardware,UPI,52875.23,9517.54,45,2025-07-24 12:15:35.183477,2025-09-07 12:15:35.183477,76,0,1,0,0,1.41,0
INV-101352,Future Innovations,14BXIED7442C9Z8,Electronics,Cheque,84614.1,15230.54,45,2026-01-16 12:15:35.183495,2026-03-02 12:15:35.183495,54,0,1,0,0,0.95,0
INV-101353,Bluechip Enterprises,14XYKSC5734UGZH,Maintenance,Cheque,53429.34,9617.28,15,2025-11-13 12:15:35.183511,2025-11-28 12:15:35.183511,56,0,1,0,0,0.68,0
INV-101354,TechNova,ABCDE,Maintenance,Cheque,67065.48,12071.79,45,2025-09-01 12:15:35.183528,2025-10-16 12:15:35.183528,31,0,0,0,0,1.04,1
INV-101355,Future Innovations,20TXPFN6928FFZ4,Consulting,UPI,64633.36,11634.0,45,2025-09-18 12:15:35.183547,2025-11-02 12:15:35.183547,5,0,1,0,0,3.83,1
INV-101356,TechNova,15SMRDZ1888WCZM,Electronics,UPI,81664.58,14699.62,60,2025-07-23 12:15:35.183566,2025-09-21 12:15:35.183566,86,0,1,0,0,1.09,0
INV-101357,TechNova,12PCDGI4347Z9ZX,Electronics,Bank Transfer,43841.77,7891.52,30,2026-02-23 12:15:35.183582,2026-03-25 12:15:35.183582,20,0,1,0,0,1.43,0
INV-101358,XYZ Solutions,11TNCXQ0848WXZY,Electronics,UPI,7665.88,1379.86,60,2025-08-04 12:15:35.183599,2025-10-03 12:15:35.183599,19,0,1,0,0,1.48,0
INV-101359,XYZ Solutions,20ZWFBQ4152UJZY,Software,UPI,40691.31,4136.26,60,2025-09-02 12:15:35.183615,2025-11-01 12:15:35.183615,59,0,1,1,0,0.66,1
INV-101360,XYZ Solutions,16YCAOX0057UXZM,Consulting,UPI,77362.62,13925.27,15,2025-10-29 12:15:35.183633,2025-11-13 12:15:35.183633,28,0,1,0,0,1.03,0
INV-101361,Global Traders,28JEXFA9290BJZ8,Software,Credit Card,17739.43,3193.1,15,2025-07-23 12:15:35.183650,2025-08-07 12:15:35.183650,33,0,1,0,0,1.18,0
INV-101362,Future Innovations,15PDWTL8938GMZQ,Electronics,UPI,10963.32,1973.4,60,2025-11-18 12:15:35.183666,2026-01-17 12:15:35.183666,95,0,1,0,0,6.88,1
INV-101363,XYZ Solutions,26AWQUL1412MPZK,Consulting,Bank Transfer,61275.71,11029.63,45,2025-06-22 12:15:35.183685,2025-08-06 12:15:35.183685,21,0,1,0,0,1.18,0
INV-101364,Future Innovations,37FVHYH3723ZAZD,Hardware,Bank Transfer,89547.52,16118.55,30,2025-09-16 12:15:35.183702,2025-10-16 12:15:35.183702,58,0,1,0,0,0.97,0
INV-101365,Apex Supplies,19VGRTC9378F9ZP,Maintenance,Bank Transfer,22416.74,4035.01,45,2025-09-01 12:15:35.183722,2025-10-16 12:15:35.183722,65,0,1,0,0,0.5,0
INV-101366,Global Traders,25NOPCN2678YCZZ,Maintenance,Bank Transfer,5089.44,916.1,60,2026-03-11 12:15:35.183739,2026-05-10 12:15:35.183739,20,0,1,0,0,0.83,0
INV-101367,Prime Electronics,23LIRMY3920YHZP,Maintenance,UPI,85455.46,15381.98,60,2026-03-06 12:15:35.183755,2026-05-05 12:15:35.183755,26,0,1,0,0,0.73,0
INV-101368,Vertex Systems,33GIQIZ9765GPZU,Electronics,Credit Card,90805.99,16345.08,30,2025-07-13 12:15:35.183771,2025-08-12 12:15:35.183771,48,0,1,0,0,1.15,0
INV-101369,Prime Electronics,28IHOOJ6277COZ5,Electronics,UPI,92852.44,16713.44,45,2025-12-05 12:15:35.183788,2026-01-19 12:15:35.183788,50,0,1,0,0,7.67,1
INV-101370,Future Innovations,17TIEOF2271I3ZW,Maintenance,Bank Transfer,23470.14,4224.63,15,2025-11-11 12:15:35.183807,2025-11-26 12:15:35.183807,52,0,1,0,0,0.64,0
INV-101371,Future Innovations,21RUEBA6745H4ZP,Consulting,Credit Card,76306.33,13735.14,15,2026-06-06 12:15:35.183826,2026-06-21 12:15:35.183826,45,0,1,0,0,0.94,0
INV-101372,Skyline Pvt Ltd,14QWUFK7391YNZZ,Maintenance,Credit Card,66398.83,2905.37,30,2025-10-13 12:15:35.183866,2025-11-12 12:15:35.183866,31,0,1,1,0,1.27,1
INV-101373,Vertex Systems,29FAZEM3011ZPZB,Consulting,Cheque,30460.64,5482.92,60,2025-12-30 12:15:35.183887,2026-02-28 12:15:35.183887,27,0,1,0,0,0.62,0
INV-101374,TechNova,27GHNZI2565E3Z7,Hardware,Bank Transfer,3173.48,571.23,15,2026-03-20 12:15:35.183904,2026-04-04 12:15:35.183904,83,0,1,0,0,0.98,0
INV-101375,XYZ Solutions,32MMMTI1409JNZN,Electronics,Bank Transfer,32744.12,5893.94,30,2026-01-07 12:15:35.183921,2025-12-24 12:15:35.183921,75,0,1,0,1,1.04,1
INV-101376,Prime Electronics,13URUNW5886DCZ2,Maintenance,Credit Card,16988.98,3058.02,15,2025-09-07 12:15:35.183940,2025-09-22 12:15:35.183940,84,1,1,0,0,0.93,1
INV-101377,Vertex Systems,14QZZVY0914FKZT,Hardware,Bank Transfer,37193.91,6694.9,45,2026-02-14 12:15:35.183957,2026-03-31 12:15:35.183957,13,0,1,0,0,6.86,1
INV-101378,Future Innovations,12YXZHA3936HHZA,Consulting,Credit Card,26691.49,4804.47,15,2026-02-19 12:15:35.183976,2026-03-06 12:15:35.183976,27,1,1,0,0,0.74,1
INV-101379,TechNova,33VRDMH6838ZLZM,Consulting,UPI,25672.19,4620.99,60,2025-07-02 12:15:35.183994,2025-08-31 12:15:35.183994,35,1,1,0,0,1.32,1
INV-101380,Vertex Systems,16QLMHB5346LKZA,Software,UPI,25299.06,5169.41,60,2026-05-03 12:15:35.184012,2026-07-02 12:15:35.184012,25,0,1,1,0,1.27,1
INV-101381,Prime Electronics,32VPRMZ1977G9ZK,Maintenance,UPI,57693.94,10384.91,30,2025-10-03 12:15:35.184031,2025-11-02 12:15:35.184031,96,0,1,0,0,0.55,0
INV-101382,Bluechip Enterprises,35VYHEC8100ASZ7,Maintenance,Credit Card,23879.48,4298.31,30,2026-01-04 12:15:35.184049,2025-12-27 12:15:35.184049,93,0,1,0,1,0.6,1
INV-101383,ABC Technologies,22FVHAG9693UKZV,Software,Bank Transfer,74886.19,21206.55,15,2025-12-08 12:15:35.184065,2025-12-23 12:15:35.184065,68,0,1,1,0,1.28,1
INV-101384,Prime Electronics,30GAUPS8764DSZC,Electronics,Credit Card,83404.61,15012.83,60,2025-08-27 12:15:35.184080,2025-08-01 12:15:35.184080,79,0,1,0,1,0.53,1
